Entry	Entry Name	Protein names	Catalytic activity	Cofactor	Rhea ID
P00509	AAT_ECOLI	Aspartate aminotransferase (AspAT) (EC 2.6.1.1) (Transaminase A)	CATALYTIC ACTIVITY: Reaction=L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate; Xref=Rhea:RHEA:21824, ChEBI:CHEBI:16452, ChEBI:CHEBI:16810, ChEBI:CHEBI:29985, ChEBI:CHEBI:29991; EC=2.6.1.1; Evidence={ECO:0000269|PubMed:10556573};	COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000269|PubMed:11148029};	RHEA:21824
