Reaction identifier	Equation	ChEBI identifier	EC number	Enzymes	PubMed
RHEA:57720	ATP + H2O + 4 H(+)(in) = ADP + phosphate + 5 H(+)(out)	CHEBI:30616;CHEBI:15377;CHEBI:15378;CHEBI:456216;CHEBI:43474	EC:7.1.2.2	52612	8417777;2425739;8065448;12554643;8581162;9069291
