Reaction identifier	Equation	ChEBI identifier	EC number	Enzymes	PubMed
RHEA:10020	L-saccharopine + NADP(+) + H2O = (S)-2-amino-6-oxohexanoate + L-glutamate + NADPH + H(+)	CHEBI:57951;CHEBI:58349;CHEBI:15377;CHEBI:58321;CHEBI:29985;CHEBI:57783;CHEBI:15378	EC:1.5.1.10	1117	4380448;11080625
