Reaction identifier	Equation	ChEBI identifier	EC number	Enzymes	PubMed
RHEA:21824	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate	CHEBI:29991;CHEBI:16810;CHEBI:16452;CHEBI:29985	EC:2.6.1.1	19360	14155095;10556573;7113743;9535706;13610891;6811576;5758538
