Reaction identifier	Equation	ChEBI identifier	EC number	Enzymes	PubMed
RHEA:18549	[(1->4)-alpha-D-glucosyl](n) + UDP-alpha-D-glucose = [(1->4)-alpha-D-glucosyl](n+1) + UDP + H(+)	CHEBI:15444;CHEBI:58885;CHEBI:58223;CHEBI:15378	EC:2.4.1.11	4796	14415527;2970965;13687710
