Reaction identifier	Equation	ChEBI identifier	EC number	Enzymes	PubMed
RHEA:24240	sulfite + A + AMP + 2 H(+) = adenosine 5'-phosphosulfate + AH2	CHEBI:17359;CHEBI:13193;CHEBI:456215;CHEBI:15378;CHEBI:58243;CHEBI:17499	EC:1.8.99.2	1	5421934;19820092;2158885;7240092
