Reaction identifier	Equation	ChEBI identifier	EC number	Enzymes	PubMed
RHEA:16169	L-glutamate + NH4(+) + ATP = L-glutamine + ADP + phosphate + H(+)	CHEBI:29985;CHEBI:28938;CHEBI:30616;CHEBI:58359;CHEBI:456216;CHEBI:43474;CHEBI:15378	EC:6.3.1.2	26185	14757761;15574840;28323;9865608;19895308;19695264;1973929;24158439;30158707
