Entry	Entry Name	Protein names	Function [CC]	Catalytic activity	Rhea ID
P0C512	RBL_ORYSJ	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	FUNCTION: RuBisCO catalyzes two reactions: the carboxylation of D-ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site.	CATALYTIC ACTIVITY: Reaction=2 (2R)-3-phosphoglycerate + 2 H(+) = D-ribulose 1,5-bisphosphate + CO2 + H2O; Xref=Rhea:RHEA:23124, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:57870, ChEBI:CHEBI:58272; EC=4.1.1.39; CATALYTIC ACTIVITY: Reaction=D-ribulose 1,5-bisphosphate + O2 = 2-phosphoglycolate + (2R)-3-phosphoglycerate + 2 H(+); Xref=Rhea:RHEA:36631, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:57870, ChEBI:CHEBI:58033, ChEBI:CHEBI:58272;	RHEA:23124 RHEA:36631
